char_index,frame,abil,expected_damage,target,expected_hurt,hurt_type,field_char_index,iteration
0,709,burgeon,34687.737478357005,3,0.0,,3,0
2,717,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,717,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
3,738,Normal 3,456.1891867140779,1,0.0,,3,0
3,738,Normal 3,456.1891867140779,2,0.0,,3,0
3,738,Normal 3,456.1891867140779,3,0.0,,3,0
3,744,Normal 3,241.81131667415931,1,0.0,,3,0
3,744,Normal 3,501.7536458725471,2,0.0,,3,0
3,744,Normal 3,501.7536458725471,3,0.0,,3,0
3,752,Normal 3,285.8167769806363,1,0.0,,3,0
3,752,Normal 3,285.8167769806363,2,0.0,,3,0
3,752,Normal 3,593.0640958992807,3,0.0,,3,0
0,768,Fiery Collapse,1314.352259894374,1,0.0,,3,0
0,768,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,768,Fiery Collapse,1314.352259894374,3,0.0,,3,0
0,769,burgeon,34687.737478357005,1,-1340.2080389365206,Dendro Core,3,0
0,769,burgeon,34687.737478357005,2,-1340.2080389365206,Dendro Core,3,0
0,769,burgeon,34687.737478357005,3,0.0,,3,0
2,777,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,777,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,777,Guhua Sword: Raincutter,14042.977305138053,1,0.0,,3,0
0,783,burning,2689.26142626311,2,-2285.8722123236435,Burning,3,0
0,783,burning,2689.26142626311,3,0.0,,3,0
3,793,Charge Attack,1085.701316905325,1,0.0,,3,0
3,793,Charge Attack,2252.8085185522114,2,0.0,,3,0
3,793,Charge Attack,2252.8085185522114,3,0.0,,3,0
3,794,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,794,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,794,swirl-pyro,5338.798591782363,2,0.0,,3,0
3,794,swirl-pyro (aoe),5338.798591782363,2,0.0,,3,0
3,794,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
3,794,swirl-pyro,5338.798591782363,3,0.0,,3,0
3,804,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,804,burning,1974.9171817973383,3,0.0,,3,0
1,814,Tri-Karma Purification,7100.817974950926,1,0.0,,3,0
1,814,Tri-Karma Purification,15175.442126986623,2,0.0,,3,0
1,814,Tri-Karma Purification,15175.442126986623,3,0.0,,3,0
3,824,Normal 0,557.3733352138456,1,0.0,,3,0
3,824,Normal 0,1156.5385231020255,2,0.0,,3,0
3,824,Normal 0,1156.5385231020255,3,0.0,,3,0
0,828,Fiery Collapse,2145.141179851009,1,0.0,,3,0
0,828,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,828,Fiery Collapse,1314.352259894374,3,0.0,,3,0
2,837,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,837,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,837,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,837,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,837,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
3,850,Normal 1,1137.2961618637873,1,0.0,,3,0
3,850,Normal 1,548.0998187277888,2,0.0,,3,0
3,850,Normal 1,1137.2961618637873,3,0.0,,3,0
3,880,Normal 2,1575.6952410179842,1,0.0,,3,0
3,880,Normal 2,759.3785198016291,2,0.0,,3,0
3,880,Normal 2,1575.6952410179842,3,0.0,,3,0
0,888,Fiery Collapse,1314.352259894374,1,0.0,,3,0
0,888,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,888,Fiery Collapse,1314.352259894374,3,0.0,,3,0
0,889,burgeon,34687.737478357005,1,-1340.2080389365206,Dendro Core,3,0
0,889,burgeon,34687.737478357005,1,-1340.2080389365206,Dendro Core,3,0
0,889,burgeon,34687.737478357005,2,0.0,,3,0
0,889,burgeon,34687.737478357005,2,0.0,,3,0
0,889,burgeon,34687.737478357005,3,0.0,,3,0
0,889,burgeon,34687.737478357005,3,0.0,,3,0
2,897,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,897,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
3,924,Normal 3,219.85232952321365,1,0.0,,3,0
3,924,Normal 3,456.1891867140779,2,0.0,,3,0
3,924,Normal 3,456.1891867140779,3,0.0,,3,0
3,930,Normal 3,501.7536458725471,1,0.0,,3,0
3,930,Normal 3,501.7536458725471,2,0.0,,3,0
3,930,Normal 3,501.7536458725471,3,0.0,,3,0
3,938,Normal 3,285.8167769806363,1,0.0,,3,0
3,938,Normal 3,285.8167769806363,2,0.0,,3,0
3,938,Normal 3,593.0640958992807,3,0.0,,3,0
0,948,Fiery Collapse,7025.17866961643,1,0.0,,3,0
0,948,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,948,Fiery Collapse,1314.352259894374,3,0.0,,3,0
0,949,burgeon,34687.737478357005,1,-1340.2080389365206,Dendro Core,3,0
0,949,burgeon,34687.737478357005,2,-1340.2080389365206,Dendro Core,3,0
0,949,burgeon,34687.737478357005,3,0.0,,3,0
2,957,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
2,957,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,957,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
0,963,burning,2689.26142626311,2,-2285.8722123236435,Burning,3,0
0,963,burning,2689.26142626311,3,0.0,,3,0
0,978,burning,2689.26142626311,2,-2285.8722123236435,Burning,3,0
0,978,burning,2689.26142626311,3,0.0,,3,0
0,979,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
0,979,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
0,979,burgeon,32618.82698525604,2,0.0,,3,0
0,979,burgeon,32618.82698525604,2,0.0,,3,0
0,979,burgeon,32618.82698525604,3,0.0,,3,0
0,979,burgeon,32618.82698525604,3,0.0,,3,0
3,981,Charge Attack,1085.701316905325,1,0.0,,3,0
3,981,Charge Attack,1085.701316905325,2,0.0,,3,0
3,981,Charge Attack,2252.8085185522114,3,0.0,,3,0
3,982,swirl-hydro,5686.981108637735,1,0.0,,3,0
3,982,swirl-pyro (aoe),14778.148316263932,1,0.0,,3,0
3,982,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,982,swirl-pyro,5338.798591782363,2,0.0,,3,0
3,982,swirl-pyro (aoe),5338.798591782363,2,0.0,,3,0
3,982,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
3,982,swirl-pyro,5338.798591782363,3,0.0,,3,0
1,983,Tri-Karma Purification,7100.817974950926,1,0.0,,3,0
1,983,Tri-Karma Purification,15175.442126986623,2,0.0,,3,0
1,983,Tri-Karma Purification,15175.442126986623,3,0.0,,3,0
1,1002,burning,2749.855397185767,1,-2337.3770876079016,Burning,3,0
1,1002,burning,2749.855397185767,2,0.0,,3,0
1,1002,burning,2749.855397185767,3,0.0,,3,0
0,1011,Fiery Collapse,1314.352259894374,1,0.0,,3,0
0,1011,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,1011,Fiery Collapse,1314.352259894374,3,0.0,,3,0
3,1012,Normal 0,557.3733352138456,1,0.0,,3,0
0,1012,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
0,1012,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
3,1012,Normal 0,557.3733352138456,2,0.0,,3,0
0,1012,burgeon,32618.82698525604,2,0.0,,3,0
0,1012,burgeon,32618.82698525604,2,0.0,,3,0
3,1012,Normal 0,557.3733352138456,3,0.0,,3,0
0,1012,burgeon,32618.82698525604,3,0.0,,3,0
0,1012,burgeon,32618.82698525604,3,0.0,,3,0
3,1013,swirl-pyro,5338.798591782363,1,0.0,,3,0
3,1013,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,1013,swirl-pyro (aoe),5338.798591782363,2,0.0,,3,0
3,1013,swirl-pyro,5338.798591782363,2,0.0,,3,0
3,1013,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
3,1013,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
2,1020,Guhua Sword: Raincutter,14042.977305138053,1,0.0,,3,0
2,1020,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
2,1020,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,1020,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,1020,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
3,1023,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,1023,burning,1974.9171817973383,3,0.0,,3,0
3,1038,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,1038,burning,1974.9171817973383,3,0.0,,3,0
3,1052,Fudou Style Vacuum Slugger,10312.394427273943,1,0.0,,3,0
3,1052,Fudou Style Vacuum Slugger,4969.876542074595,2,0.0,,3,0
3,1052,Fudou Style Vacuum Slugger,4969.876542074595,3,0.0,,3,0
3,1053,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,1053,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,1053,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,1053,swirl-pyro,5338.798591782363,2,0.0,,3,0
3,1053,swirl-pyro (aoe),5338.798591782363,2,0.0,,3,0
3,1053,burning,1974.9171817973383,3,0.0,,3,0
3,1053,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
3,1053,swirl-pyro,5338.798591782363,3,0.0,,3,0
3,1054,burgeon,22668.61460845641,1,-875.8328371449068,Dendro Core,3,0
3,1054,burgeon,22668.61460845641,1,-875.8328371449068,Dendro Core,3,0
3,1054,burgeon,22668.61460845641,2,0.0,,3,0
3,1054,burgeon,22668.61460845641,2,0.0,,3,0
3,1054,burgeon,22668.61460845641,3,0.0,,3,0
3,1054,burgeon,22668.61460845641,3,0.0,,3,0
3,1068,burning,1974.9171817973383,1,-1678.6796045277376,Burning,3,0
3,1068,burning,1974.9171817973383,2,0.0,,3,0
3,1068,burning,1974.9171817973383,3,0.0,,3,0
3,1092,Windmuster Iris,270.8531363519484,1,0.0,,3,0
3,1092,Windmuster Iris,311.48110680474065,1,0.0,,3,0
3,1092,Windmuster Iris,646.3170669977007,1,0.0,,3,0
3,1092,Windmuster Iris,562.0148408675659,2,0.0,,3,0
3,1092,Windmuster Iris,646.3170669977007,2,0.0,,3,0
3,1092,Windmuster Iris,311.48110680474065,2,0.0,,3,0
3,1092,Windmuster Iris,562.0148408675659,3,0.0,,3,0
3,1092,Windmuster Iris,646.3170669977007,3,0.0,,3,0
3,1092,Windmuster Iris,646.3170669977007,3,0.0,,3,0
0,1100,Fiery Collapse,1314.352259894374,1,0.0,,3,0
0,1100,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,1100,Fiery Collapse,2145.141179851009,3,0.0,,3,0
3,1101,Normal 0,557.3733352138456,1,0.0,,3,0
0,1101,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
0,1101,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
3,1101,Normal 0,557.3733352138456,2,0.0,,3,0
0,1101,burgeon,32618.82698525604,2,0.0,,3,0
0,1101,burgeon,32618.82698525604,2,0.0,,3,0
3,1101,Normal 0,1156.5385231020255,3,0.0,,3,0
0,1101,burgeon,32618.82698525604,3,0.0,,3,0
0,1101,burgeon,32618.82698525604,3,0.0,,3,0
3,1102,swirl-pyro,5338.798591782363,1,0.0,,3,0
3,1102,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,1102,swirl-pyro (aoe),5338.798591782363,2,0.0,,3,0
3,1102,swirl-pyro,5338.798591782363,2,0.0,,3,0
3,1102,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
3,1102,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
2,1109,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,1109,Guhua Sword: Raincutter,6362.724021049651,1,0.0,,3,0
3,1113,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,1113,burning,1974.9171817973383,3,0.0,,3,0
3,1127,Normal 1,1137.2961618637873,1,0.0,,3,0
3,1127,Normal 1,548.0998187277888,2,0.0,,3,0
3,1127,Normal 1,548.0998187277888,3,0.0,,3,0
3,1134,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,1134,burning,1974.9171817973383,3,0.0,,3,0
3,1149,burning,1974.9171817973383,2,-1678.6796045277376,Burning,3,0
3,1149,burning,1974.9171817973383,3,0.0,,3,0
3,1157,Normal 2,759.3785198016291,1,0.0,,3,0
3,1157,Normal 2,759.3785198016291,2,0.0,,3,0
3,1157,Normal 2,759.3785198016291,3,0.0,,3,0
0,1160,Fiery Collapse,1314.352259894374,1,0.0,,3,0
0,1160,Fiery Collapse,1314.352259894374,2,0.0,,3,0
0,1160,Fiery Collapse,1314.352259894374,3,0.0,,3,0
0,1161,burgeon,32618.82698525604,1,-1260.2728607939835,Dendro Core,3,0
0,1161,burgeon,32618.82698525604,2,-1260.2728607939835,Dendro Core,3,0
0,1161,burgeon,32618.82698525604,3,0.0,,3,0
1,1165,Tri-Karma Purification,15175.442126986623,1,0.0,,3,0
1,1165,Tri-Karma Purification,7100.817974950926,2,0.0,,3,0
1,1165,Tri-Karma Purification,15175.442126986623,3,0.0,,3,0
2,1169,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
2,1169,Guhua Sword: Raincutter,5760.771514256756,1,0.0,,3,0
2,1169,Guhua Sword: Raincutter,2610.1444513571187,1,0.0,,3,0
1,1172,burning,2749.855397185767,2,-2337.3770876079016,Burning,3,0
1,1172,burning,2749.855397185767,3,0.0,,3,0
1,1187,burning,2749.855397185767,2,-2337.3770876079016,Burning,3,0
1,1187,burning,2749.855397185767,3,0.0,,3,0
3,1201,Normal 3,221.80710638778902,1,0.0,,3,0
3,1201,Normal 3,221.80710638778902,2,0.0,,3,0
3,1201,Normal 3,460.24530961253447,3,0.0,,3,0
3,1202,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
3,1202,swirl-pyro (aoe),5338.798591782363,1,0.0,,3,0
1,1202,burning,2749.855397185767,2,-2337.3770876079016,Burning,3,0
3,1202,swirl-pyro,5338.798591782363,2,0.0,,3,0
3,1202,swirl-pyro (aoe),5338.798591782363,2,0.0,,3,0
1,1202,burning,2749.855397185767,3,0.0,,3,0
3,1202,swirl-pyro (aoe),5338.798591782363,3,0.0,,3,0
3,1202,swirl-pyro,5338.798591782363,3,0.0,,3,0
3,1203,burgeon,22668.61460845641,1,-875.8328371449068,Dendro Core,3,0
3,1203,burgeon,22668.61460845641,2,-875.8328371449068,Dendro Core,3,0
3,1203,burgeon,22668.61460845641,3,0.0,,3,0
3,1207,Normal 3,506.214896844029,1,0.0,,3,0
3,1207,Normal 3,506.214896844029,2,0.0,,3,0
3,1207,Normal 3,506.214896844029,3,0.0,,3,0
3,1215,Normal 3,598.337217072881,1,0.0,,3,0
3,1215,Normal 3,598.337217072881,2,0.0,,3,0
3,1215,Normal 3,288.3580646911686,3,0.0,,3,0
0,1220,Fiery Collapse,1321.8390783559123,1,0.0,,3,0
0,1220,Fiery Collapse,1321.8390783559123,2,0.0,,3,0
0,1220,Fiery Collapse,1321.8390783559123,3,0.0,,3,0
2,1229,Guhua Sword: Raincutter,5796.22610310888,1,0.0,,3,0
2,1229,Guhua Sword: Raincutter,5796.22610310888,1,0.0,,3,0
2,1229,Guhua Sword: Raincutter,5796.22610310888,1,0.0,,3,0
2,1229,Guhua Sword: Raincutter,5796.22610310888,1,0.0,,3,0
2,1229,Guhua Sword: Raincutter,5796.22610310888,1,0.0,,3,0
3,1244,Heartstopper Strike (Max Stacks),21705.436366516198,1,0.0,,3,0
3,1244,Heartstopper Strike (Max Stacks),21705.436366516198,2,0.0,,3,0
3,1244,Heartstopper Strike (Max Stacks),21705.436366516198,3,0.0,,3,0
0,1284,Fiery Collapse,1321.8390783559123,1,0.0,,1,1
0,1284,Fiery Collapse,1321.8390783559123,2,0.0,,1,1
0,1284,Fiery Collapse,1321.8390783559123,3,0.0,,1,1
